cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Seumalur 1912 list	1478	akên	NA	bijna	almost	hampir	867	882	1043	FALSE									ALMOST	4046	https://concepticon.clld.org/parameters/4046
the Seumalur 1912 list	1479	kìro' kìronè	NA	maar	but	tetapi	866	881	-	FALSE									BUT	3843	https://concepticon.clld.org/parameters/3843
the Seumalur 1912 list	1481	iëka	108	echter	however, nevertheless	walaupun, meskipun	868	883	-	FALSE				= in addition, and also...					BUT	3843	https://concepticon.clld.org/parameters/3843
the Seumalur 1912 list	1486	ba'on sara	NA	geen	no, not a, none	tidak, tidak ada, bukan	831	848	-	FALSE									NO OR NOT	2279	https://concepticon.clld.org/parameters/2279
the Seumalur 1912 list	1522	ōkěn maoe tanam tìnava	NA	wanneer worden deze velden beplant?	when will these fields be planted?	kapan tanah ini akan ditanami?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1523	tanâm aché ba tìnava	NA	wordt er rijst geplant op die velden?	will rice be planted in these fields?	apakah padi yang akan ditanam di tanah itu?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1524	donai oehai mâmbajàr	NA	zoveel wil ik niet betaalmiddel	I do not want to pay so much	saya tidak mau membayar sebanyak itu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1525	oevajar alé bohong	NA	ik geef tabak als betalen	I shall pay in tobacco	saya memberikan tembakau sebagai alat penukar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1526	wàngavàn djagàl mèh dèrò	NA	verkoop ons die goederen	sell us these goods	juallah barang ini kepada kami	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1527	ngai moevèli djàgàl tèh dèrò	NA	zij kopen van ons allerlei zaken	they buy all sorts of things from us	mereka membeli dari kami bermacam-macam barang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1528	itaja amè síma abé téh ràdjo	NA	wie is door den vorst tot afgezant aangesteld?	who has been appointed delegate by the king?	siapa yang diangkat sebagai utusan oleh raja?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1529	houveel danè doemaara'o parintah tèh ràdjo	NA	over hoeveel lieden regeert uw vorst?	over how many people does your king reign?	berapa jumlah rakyat yang diperintah oleh raja anda?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1530	bíloe èrè badai la'ó ébacho loean	109	deze rivier is niet te bevaren	this river is unnavigable	sungai ini tak terlayari	NA	NA	NA	NA	NA	NA	b̠a̠dai		tidag bisa				NA	NA	NA
the Seumalur 1912 list	1530	bíloe èrè badai la'ó ébacho loean	109	deze rivier is niet te bevaren	this river is unnavigable	sungai ini tak terlayari	NA	NA	NA	NA	NA	NA	la'o		djalan				NA	NA	NA
the Seumalur 1912 list	1531	houveel danè doemaara'ó ítèh ngàsin	NA	hoe lang varen is het tot aan zee?	how long does it take to reach the sea by boat?	berapa lama kita harus berlayar hingga sampai ke laut?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1532	badoe eureu tìti	NA	er is geen brug; hoe kan ik de rivier oversteken?	there is no bridge; how can I cross the river?	tidak ada jembatan; bagaimana saya dapat menyeberangi sungai?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1532	omai dàlàn mètaàn	NA	er is geen brug; hoe kan ik de rivier oversteken?	there is no bridge; how can I cross the river?	tidak ada jembatan; bagaimana saya dapat menyeberangi sungai?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1533	tio² bàlàl mé'ìta baha dothan hawalì bow	NA	elke dag gaan wij vruchten zoeken in het bos	everyday we look for fruits in the forest	setiap hari kami pergi mencari buah-buahan di hutan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1534	mèngì dave mahawalì balìhì àn koedò'oe	NA	ik wil voor mijn paard gras zoeken	I want to find grass for my horse	saya ingin mencari rumput untuk kuda saya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1535	iga bàlàl matoewas olol	NA	hoeveel dagen heeft het niet geregend?	how many days has it been since it rained?	sudah berapa hari hujan tidak turun?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1536	erè mèntig sìrahàn èdì'ò bah saho	NA	het is niet waar wat zij van ons zeggen	it is not true what they say about us	tidak benar apa yang mereka katakan tentang kami	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1537	erè doevo dalan	NA	de weg splitst zich, waarheen moeten wij gaan?	the road forks, which way should we go?	jalan bercabang dua, ke mana kami harus pergi?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1537	omài ita àsit	NA	de weg splitst zich, waarheen moeten wij gaan?	the road forks, which way should we go?	jalan bercabang dua, ke mana kami harus pergi?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1538	tjia amè sèdai mênnjantjan betì èrè	NA	wie kan deze kist dragen?	who can carry this chest?	siapa yang mampu memikul peti ini?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1539	abé oedé wèh mànàssai ènèn	NA	haal water om mijn kleren te wassen	bring water to wash try clothes	ambil air untuk mencuci pakaian saya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1540	toetoe manoh mèh dè'a kadang kadang nga	NA	vraag hem om een paar kippen, misschien geeft hij ze	ask him for a few chickens perhaps he will give them	minta kepada dia beberapa ekor ayam, barangkali ia akan memberikannya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1541	itaja badai molì tarin nòh	NA	wie mij niet volgen kan moet hier blijven	whoever can not keep up, should stay here	siapa yang tidak sanggup mengikuti saya, harus tinggal di sini	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1542	tarin amè èrè daaro	NA	ik laat hier twee mannen achter	here I am leaving two men behind	saya meninggalkan dua orang di sini	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1543	ngàng màtai ràdjo amonèn pràng	NA	na de dood van de koning brak een oorlog uit	war broke out after the death of the king	perang timbul setelah kematian raja	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1544	itaja singa mênàng baha pràng	NA	wie heeft in de oorlog overwonnen?	who won the war?	siapa yang menang dalam peperangan itu?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1545	aria sêbab ìnung nja mehoon (akos)	NA	waardoor zijn deze lieden ziek geworden?	what made these people ill?	apa yang menyebabkan orang-orang ini menjadi sakit?	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	1546	nga mêsa ata sè dai mahanan donmò	NA	er is iemand die u genezen kan	there is someone who can make you better	ada orang yang dapat menyembuhkan anda	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_1	malàngoei	NA	NA	to burn (of food which is being cooked)	membakar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_2	moevong	NA	NA	to fasten s.t. to	mengikat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_3	bahei'an	NA	NA	to dress s.o.	berpakaian	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_4	èntoh	NA	NA	to knock (on a door)	mengetuk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_5	alilin	NA	NA	to join	bergabung	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_6	dêta	NA	NA	to tighten	mengencangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_7	métoetoeng	NA	NA	to light (fire)	menyalakan api	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_8	sapo	NA	NA	to apply for	mendaftar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_9	olor	NA	NA	vein	pembuluh darah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_10	sol	NA	NA	to brush off	menyapu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_11	maloeloe	NA	NA	to break off	memutuskan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_12	badàdat	NA	NA	to dissaprove	tidak menyetujui	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_13	lili	NA	NA	to relieve s.o.	meringankan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_14	adewoeh	NA	NA	distance	jarak	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_15	siwo	NA	NA	garbage	sampah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_16	sapoe	NA	NA	to wipe off	menghapus	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_17	êngàn	NA	NA	already	sudah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_18	wèdè	NA	NA	if	jika	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_19	sèlamanè	NA	NA	always	selalu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_20	tawàs	NA	NA	alum	tawas	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_21	opioem	NA	NA	opium	candu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_22	boekanè	NA	NA	other	lainnya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_23	màtaoet	NA	NA	fear	takut	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_24	mahaman don	NA	NA	chemist	kimiawan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_25	an ètêloevêlèl	NA	NA	evening meal	makan malam	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_26	soeko	NA	NA	vinegar	cuka	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_27	moelala	NA	NA	to chat	mengobrol	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_28	toelàk baro	NA	NA	ballast	pemberat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_29	bankoe	NA	NA	small bench	bangku kecil	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_30	maho'it	NA	NA	hairdresser	penata rambut	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_31	longkop	NA	NA	to cover	menutupi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_32	aloeloe	NA	NA	to go bad	menjadi buruk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_33	siwoe	NA	NA	to pour on	dituangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_33	diboeloe	NA	NA	to pour on	dituangkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_34	oewila	NA	NA	to understand	mengerti	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_35	mêlingkên	NA	NA	except	kecuali	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_36	wiriw	NA	NA	to need	membutuhkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_37	mahèa	NA	NA	properly	benar	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_38	masalani	NA	NA	the accused	terdakwa	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_39	niladàt	NA	NA	polite	sopan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_40	djandi	NA	NA	to promise	menjanjikan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_41	tjinto	NA	NA	to love	mencintai	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_42	têhur	NA	NA	definite	jelas	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_43	baling mè isè	NA	NA	to let know	memberitahu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_44	mêlàngàn	NA	NA	to assault	menyerang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_45	diroeloe	NA	NA	to sweep <?>	menyapu <?>	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_46	koepasi	NA	NA	circumcisor	ahli sunat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_47	pa'ai	NA	NA	chisel	alat pahat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_48	kasanét	NA	NA	to call	memanggil	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_49	toemèntèl	NA	NA	to shiver	menggigil	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_50	atop	NA	NA	to store, keep	menyimpan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_51	oemibo	NA	NA	to move (softly)	memindahkan (secara lembut)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_51	mai oemibo	NA	NA	to move (violently)	memindahkan (secara kasar)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_52	sapoe	NA	NA	broom	sapu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_53	inêmboenè	NA	NA	the owner	pemilik	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_54	bèsoempa	NA	NA	to exorcise	berlatih	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_55	sêbajang	NA	NA	to pray	berdoa	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_56	ijoep ijoep	NA	NA	bellows	di bawah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_57	ijoep	NA	NA	blisters <?>	lepuh <?>	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_58	kile	NA	NA	lightning	kilat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_59	bêràkka	NA	NA	to boast	menyombongkan diri	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_60	tarin	NA	NA	to stay	tetap tinggal	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_61	mamoenoe ahoi	NA	NA	to extinguish	memadamkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_62	ouvoe	NA	NA	cowardly <?>	pengecut <?>	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_63	mêngaoet	NA	NA	to embroider	menyulam	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_64	tànggoeng	NA	NA	to guarantee	menjamin	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_65	samin màta	NA	NA	spectacles	kacamata	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_66	abè	NA	NA	to bring	memberikan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_67	poente'él	NA	NA	wallet	dompet	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_68	daro daro	NA	NA	both (of people)	keduanya (untuk manusia)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_68	doevo doevo	NA	NA	both (of animals)	keduanya (untuk hewan)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_69	gêdongàn	NA	NA	to bow	membungkuk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_70	oenkon	NA	NA	to bend	menekuk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_71	nila	NA	NA	to bite	menggigit	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_72	témi	NA	NA	to add	menambahkan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_73	moeroe'ita	NA	NA	cohabitation (of man and woman)	hidup bersama (laki-laki dan perempuan)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_74	boelè	NA	NA	circle	lingkaran	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_75	tè èrè	NA	NA	because of that	oleh sebab itu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_76	têlo èrè	NA	NA	afterwards	setelahnya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_77	sêkàtjàb	NA	NA	at once	sekaligus	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_78	tio' tio' bàlàl	NA	NA	daily	setiap hari	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_79	mèngângtjêloeàn	NA	NA	grateful	bersyukur	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_80	tambon soe	NA	NA	intestines	usus	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_81	balàpís	NA	NA	deck	geladak	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_82	longkop	NA	NA	lid	tutup	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_83	intan	NA	NA	diamond	berlian	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_84	ménípoe	NA	NA	thief	pencuri	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_85	saring	NA	NA	often	sering	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_86	ràngon	NA	NA	sounding-lead	terdengar memimpin	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_87	badjoedé	NA	NA	to gamble	berjudi	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_88	ba	NA	NA	to do	melakukan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_89	soengo	NA	NA	thorn	duri	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_90	dosin	NA	NA	dozen	lusin	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_91	mèsawa	NA	NA	clear	jelas	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_92	mot	NA	NA	devil	setan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_93	paning oelo	NA	NA	dizziness	pusing	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_94	sinojo wèh	NA	NA	whirlpool	pusaran air	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_95	dêgongingàn	NA	NA	to turn	berbalik	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_96	boewajan	NA	NA	palanquin	tandu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_97	don dainum	NA	NA	potion	ramuan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_98	télo sagê	NA	NA	triangle	segitiga	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_99	akos àté	NA	NA	sadness	kesedihan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_100	salah	NA	NA	to wander	mengembara	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_101	sapé	NA	NA	coercion	pemaksaan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_102	malàng	NA	NA	across	seberang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_103	sapè	NA	NA	to coerce	memaksa	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_104	moelia	NA	NA	honour	mulia	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_105	sa'ou sa'ou	NA	NA	one by one	satu per satu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_106	kêndiri	NA	NA	own	memiliki	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_107	sêtéhurné	NA	NA	strictly speaking, properly	berbicara tegas, sopan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_108	tio tio	NA	NA	each	masing-masing	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_109	tiba	NA	NA	bucket	ember	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_110	gênoh	NA	NA	evening meal	makan malam	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_111	bàlàlraja	NA	NA	feast day	hari raya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_112	binggi pala	NA	NA	mace	gada	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_113	prêsèn	NA	NA	a tip	tip	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_114	aja'o aja'o	NA	NA	to fool s.o.	menipu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_115	élàn	NA	NA	to faint	pingsan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_116	kàssoh	NA	NA	bottle	botol	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_117	haloes	NA	NA	fine	baik	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_118	mahodong	NA	NA	hump-backed	berpunuk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_119	sàbàr	NA	NA	patience	kesabaran	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_120	enèn nawa	NA	NA	ghost	hantu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_121	pàrdé dêman	NA	NA	memory	ingatan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_122	bòbàngon	NA	NA	face	wajah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_123	sêlon	NA	NA	companion	pendamping	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_124	ri'èl	NA	NA	money	uang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_125	banoe ri'èl	NA	NA	money-bag	tas uang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_126	tani	NA	NA	to believe	untuk percaya	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_127	lilikni	NA	NA	authorised person	orang yang berwenang	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_128	moedah	NA	NA	easy	mudah	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_129	daboe daboes	NA	NA	tools	alat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_130	koeroengàn	NA	NA	prison	penjara	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_131	abalé	NA	NA	tumour	tumor	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_132	glas	NA	NA	drinking glass	gelas minum	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_133	tàmbà	NA	NA	gutter	selokan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_133	bàndàr	NA	NA	gutter	selokan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_134	boenén boenèn	NA	NA	to juggle	untuk menyulap	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_135	bêrètawa	NA	NA	belt	sabuk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_136	rí'èl	NA	NA	guilder	gulden	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_136	roepí'a	NA	NA	guilder	gulden	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_137	boeloer	NA	NA	gluttonous	rakus	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_138	sot	NA	NA	fishbone	tulang ikan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_139	siloo	NA	NA	bolt	baut	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_140	manéba	NA	NA	greeting	salam	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_141	waranoe bàgai bàgai	NA	NA	grey	abu-abu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_142	pèsàndiàn	NA	NA	joints	persendian	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_143	tòhébok	NA	NA	hairpin	jepit rambut	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_144	mêhèjèhèjè	NA	NA	hurriedly	buru-buru	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_145	roemboe roemboe	NA	NA	towel	handuk	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_146	gantong	NA	NA	to hang	menggantung	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_147	tandatangan	NA	NA	signature	tanda tangan	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_148	napsoe	NA	NA	passion	minat	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_149	abilang anàwàn	NA	NA	to and fro	ke sana kemari	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_150	nga	NA	NA	to have	memiliki	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_151	tolong	NA	NA	to help	membantu	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_152	ni'àtnè	NA	NA	ambush	menyergap	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_153	hàrâp	NA	NA	to hope	berharap	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_154	orip	NA	NA	to keep (er op na)	menjaga (er op na)	NA	NA	NA	NA	NA	NA							NA	NA	NA
the Seumalur 1912 list	add_155	sitanoh	NA	NA	bush fowl	unggas semak	NA	NA	NA	NA	NA	NA							NA	NA	NA
